B3;-0,06158767;0,03565448;-0,007473831;-0,008755718;-0,006667591
B4;-0,04812859;0,03809086;0,01339197;-0,0202433;-0,001067373
B5;-0,04843576;0,02778528;-0,003561501;0,006074072;-0,007358134
B6;-0,05800802;0,02750442;-0,005953633;-0,004881323;-0,002107585
B7;-0,04389268;0,01921193;0,008647874;-0,001675189;-0,003172955
B8;-0,02013905;0,02526388;-0,001378894;-0,0211182;0,003911633
B9;-0,02670764;0,02511362;0,01771523;-0,004529183;-0,004415591
C1;0,02175189;-0,02053891;0,008978842;-0,01086919;0,0117124
C10;0,0069482;-0,01180097;0,000008808145;-0,01609356;0,01381597
C11;-0,0109796;0,0129344;0,003127977;-0,008759025;0,00004750583
C12;0,01840209;-0,004557698;0,01479973;-0,01681421;-0,002544193
C13;0,03670255;-0,03006908;0,008050069;-0,003204471;0,000512641
C14;0,01124295;-0,005494962;0,007195262;-0,01533245;0,01051279
C15;0,02767915;-0,03798285;0,018217;0,003844727;0,000009337623
C16;0,02862364;-0,0193794;0,008540383;-0,003026441;0,01299337
C17;0,04189385;-0,03389432;0,004764788;0,005664913;0,01806008
C18;0,02558361;-0,03150119;0,00679005;-0,01791573;0,01358444
C19;0,04505595;-0,04664216;-0,01412856;-0,01125787;0,008294211
C2;0,03603633;-0,0341399;0,01185194;-0,01513357;0,01765491
C20;0,05473413;-0,04320553;0,008799904;-0,002972362;0,01757912
C21;0,02193074;-0,02330861;-0,005487756;-0,01406234;0,002408413
C22;0,03736353;-0,03564934;-0,009584764;-0,008240097;0,003757374
C23;0,03274934;-0,0346456;-0,0011911;-0,01622347;0,01513957
C24;0,04724338;-0,04525646;0,0001137862;-0,003092461;0,009516862
C3;0,0324489;-0,02680271;0,01092078;-0,006469537;0,01665143
C4;-0,01026484;-0,001838333;-0,009076572;-0,02219124;-0,0001091548
C5;0,0006023118;-0,01194526;-0,003305442;-0,005053075;0,007028032
C6;0,01507288;-0,01362283;0,004616886;-0,01661582;0,005464486
C7;0,04433773;-0,01865604;0,01296791;-0,02325007;0,008654766
C8;0,06068683;-0,05111677;-0,0002584413;-0,02984137;0,01638216
C9;0,02465889;-0,02131132;0,008998459;-0,0103138;0,01390486
D1;-0,01905643;0,02327383;0,01908521;0,002982424;-0,0210175
D10;0,08139388;-0,01951524;0,03991904;0,0001503935;-0,02536538
D11;-0,01209935;-0,004390133;0,01227636;-0,02177954;0,006112522
D12;0,005190352;-0,009925607;-0,004801716;0,0158159;0,003134791
D13;-0,007361317;-0,006288393;-0,001141383;0,01033417;0,006527153
D14;-0,0253249;0,004670103;-0,002170938;-0,0208904;0,0120256
D15;-0,0183232;0,004939656;-0,001956708;0,006295246;-0,002460128
D16;0,003204326;0,0139291;-0,006920193;-0,01079979;0,0001884429
D17;0,0439443;-0,02804517;0,0105123;-0,02218292;-0,000613544
D18;0,02825754;-0,02348355;-0,0008725391;-0,02126933;0,01135271
D19;0,05171418;-0,01918277;0,02524805;-0,008126855;-0,005204604
D2;-0,04097017;0,02483785;0,006082566;-0,02657032;-0,01077172
D20;-0,001198609;0,005445873;-0,003841786;0,007494484;0,005159056
D21;0,007952636;0,00121459;0,01660217;-0,006707564;0,003049282
D3;-0,02103329;0,005975327;-0,0005190671;-0,002856688;0,002829206
D4;-0,0079323;-0,005035414;-0,004361447;0,001762673;0,008468913
D5;-0,04174211;0,02637112;-0,008658683;-0,002794605;0,003031927
D6;-0,01031094;-0,009272453;0,008687053;-0,0067818;0,006855442
D7;-0,009563387;-0,01312899;0,003302229;0,007157129;0,02248337
D8;-0,01663314;-0,0009976033;-0,009537206;0,01022645;0,005117142
D9;0,004581977;0,006866121;0,02007277;0,000547104;-0,003121898
E1;-0,02386231;0,008790984;0,002236002;0,000520482;0,0004175554
E10;-0,02516318;0,01385174;0,01229225;0,01008944;-0,001798527
E11;-0,0287368;0,02644498;-0,001872177;-0,02097737;-0,003147061
E12;-0,01159142;0,009998631;0,00837696;0,007179182;-0,004270332
E13;0,04233049;-0,008810895;0,01194788;-0,02117561;0,002314359
E14;-0,01898057;0,01115964;-0,002608027;0,003771714;0,00250796
E15;0,05980275;-0,01664302;0,01820751;-0,008082008;-0,0009822745
E16;0,02015879;-0,01332205;-0,008385584;-0,02485106;-0,002132258
E17;0,005993194;-0,002355172;0,001372688;-0,01019946;0,002178075
E18;-0,01354605;0,008777184;0,02051343;0,008255218;0,007170561
E19;0,03045728;-0,01470003;0,01014588;0,001605218;0,01406373
E2;-0,01330289;0,009716666;-0,002328184;-0,008271658;-0,005974906
E20;0,05690597;-0,01476502;0,02933702;-0,002416497;0,00707449
E21;0,001320329;0,01757976;0,008750142;-0,01859069;-0,002064814
E22;-0,01855953;0,003227058;0,00532192;-0,001150135;0,004597455
E23;0,02581732;-0,003585482;0,0217824;0,001006454;0,002822594
E24;0,0160046;0,006490066;0,01724941;-0,01610485;-0,01044229
E25;-0,0138502;-0,002591462;0,00276107;0,005504683;0,003131164
E3;-0,0453065;0,02328622;-0,01066676;-0,0003098729;0,007109575
E4;-0,04053112;0,02632761;-0,003087821;-0,01202062;0,002144312
E5;-0,00217211;-0,01294544;-0,01023684;-0,008492466;0,003196934
E6;-0,0002562069;0,004074984;-0,005592598;-0,03016983;-0,00007016784
E7;0,02595547;0,01253811;0,02405572;0,005424725;-0,01289716
E8;-0,004854774;-0,01019428;-0,008164567;-0,003376135;0,00721806
E9;0,0104274;0,01076842;0,01333328;0,000570307;-0,00402338
F1;0,000288018;0,01315892;0,0101437;-0,003049215;-0,001480292
F10;-0,00356032;0,00551287;0,01947307;-0,0008412099;0,00366977
F11;-0,01249223;-0,003054487;0,004567653;0,003487091;0,008197987
F12;;;;;
F13;-0,005584599;-0,01010316;0,009099624;-0,001313731;0,008808192
F14;0,008659134;0,01186179;0,02947547;0,01446933;-0,01092284
F15;-0,02602359;0,01886605;0,009201707;0,01570385;-0,0003141721
F16;0,01680385;0,005833525;0,02725465;-0,00276253;-0,004900891
F17;0,0302731;0,005829132;0,03764891;-0,003921184;-0,01707912
F18;-0,05330009;0,01343375;-0,00695142;0,01035715;0,0102583
F19;0,003874318;0,005977163;0,03976691;0,004317864;0,0001960853
F2;0,0442396;0,01083461;0,04004853;-0,01000098;-0,02312661
F20;0,01307258;0,005808331;0,03173883;0,01163771;0,0008731936
F21;-0,05085003;0,0242868;-0,0007991333;0,004934406;0,005441235
F22;-0,02702355;0,008336529;0,00007726006;0,002097506;-0,003326674
F3;-0,01286632;-0,0009248124;0,01160897;0,009642595;0,00475776
F4;0,001860628;0,01243455;0,01843583;-0,00003055587;-0,007314167
F5;-0,0008209785;0,007021796;0,009070028;0,003957173;0,004184956
F6;-0,01167518;0,01763743;0,03030647;-0,0069343;-0,008101592
F7;-0,04821111;0,04267932;-0,008678223;-0,01005695;-0,01767638
F8;-0,0211078;0,02107292;0,003748925;-0,002270527;0,003659289
G10;-0,036267;0,01921588;-0,003762168;0,01182031;0,002840354
G11;-0,03170926;0,02000073;0,005745712;-0,01309745;-0,0000950201
G12;-0,09055979;0,03687837;-0,01154369;0,008605702;0,0007253939
G13;-0,03696452;0,02494354;0,005006627;-0,004553598;-0,008621496
G14;-0,03225192;0,01550018;-0,003272227;-0,007025818;-0,002291708
G15;0,01097598;-0,00404498;0,008568417;0,004582131;-0,003756269
G16;-0,02110492;0,0171554;0,0005904202;0,01728885;-0,005791863
G17;-0,03473706;0,00172078;0,002015737;-0,01665809;0,009863137
G18;-0,01557238;0,01149345;-0,003562939;-0,000114743;-0,003128222
G19;0,00845213;-0,009723416;0,008600646;0,003990616;-0,003907527
G2;-0,03341717;0,01341924;-0,00850542;-0,004611769;0,0004513647
G20;0,019169;-0,01539175;0,01505797;0,02008678;-0,003754219
G21;0,03233255;-0,01442979;0,01451639;0,005561709;-0,01043521
G22;-0,03674142;0,02665865;0,001076322;-0,01970954;0,00686348
G3;-0,003256187;0,006253776;0,01089862;-0,003325106;0,002497619
G4;-0,01947228;0,02576187;0,01139787;0,01468167;-0,00320899
G6;-0,006670241;-0,002985483;0,005885053;-0,001252107;0,008704307
G9;-0,05450733;0,02889534;-0,01231896;-0,0120925;-0,0006697554
H1;-0,06563152;0,02690439;-0,005257357;0,003897618;0,003439773
H10;-0,05531219;0,02169336;0,001769706;0,004700651;0,00222962
H11;-0,07449613;0,03006888;-0,003495792;0,0009045161;0,002742815
H12;-0,05079246;0,01582495;-0,001801721;0,03379106;-0,002525849
H13;-0,03838868;0,01270651;0,00157043;0,02373582;0,01430538
H14;-0,07230171;0,02310735;-0,00739597;0,0105523;0,003135725
H15;-0,04392777;0,02357319;-0,006843436;0,01210311;-0,003428614
H16;-0,03813031;0,01262697;-0,004298509;0,01786489;0,005222503
H17;-0,08961523;0,01903806;-0,01730103;0,005638676;0,00220679
H18;-0,04804515;-0,0012386;-0,00495641;0,0160406;0,009699277
H19;-0,0802922;0,0247737;-0,0100001;0,01475271;0,004043725
H2;-0,06131583;0,02348635;-0,008195946;-0,006454641;0,006710997
H20;-0,07102318;0,01667522;-0,009679191;0,00304798;0,008391397
H21;-0,05996462;0,03212732;-0,02334388;0,003665422;0,01281396
H22;-0,02075612;0,01865659;0,01991917;-0,006495705;0,004454179
H23;-0,04955684;0,01266774;-0,01171514;0,003054379;0,01096262
H24;-0,04061071;0,002705361;-0,009869631;0,01356854;0,00150288
H25;-0,02467474;0,00434443;0,01431895;-0,01409495;0,01365436
H5;-0,05114137;0,01537809;-0,0003018246;0,01789467;0,006488482
H55;-0,05932101;0,01312903;-0,001628546;0,0116761;0,0125423
H6;-0,05776959;0,03730992;-0,006973431;-0,002506101;-0,004493107
H7;-0,04399812;0,02009914;-0,005299414;0,006938379;0,008166118
H8;-0,07154728;0,03126943;-0,005400094;0,004581128;0,002947421
H9;-0,08876855;0,02919431;-0,004836529;0,002330389;0,01238471
I1;-0,01176303;0,007958306;0,01108896;0,002072332;-0,005862925
I10;-0,01951589;0,01095719;0,005504027;0,004293153;0,0004012356
I11;-0,02367597;0,004200732;0,0116595;-0,0003262719;0,008820155
I12;0,001097543;-0,02101102;-0,001112174;-0,005943955;0,01681116
I13;-0,01478186;0,001011233;-0,002352443;0,01001887;0,01389776
I14;-0,02247674;0,00458673;0,0038668;-0,004482787;-0,001370809
I17;0,01212892;-0,01364033;0,01300963;0,001476181;0,01201473
I18;-0,01917375;0,006197156;0,0002699327;-0,00367572;0,01421677
I19;0,04749019;-0,04607946;0,01939334;-0,008539925;0,02122505
I2;0,004411757;-0,00907513;0,006729813;0,009444694;0,007431304
I21;0,01049115;-0,007943177;0,006176911;0,01069121;0,003523128
I22;0,02950038;-0,02405706;0,01181144;0,007828318;0,0136586
I23;-0,008839023;0,0007272039;0,003831092;0,004885082;0,008282946
I24;0,01515039;-0,01943824;0,01645517;-0,002409517;0,01685886
I25;0,004162326;-0,01529023;0,01999799;0,007377406;0,00782567
I3;0,007741048;-0,004009832;0,005077614;-0,005975405;-0,002938686
I4;-0,01714051;-0,002680067;0,007224515;0,009054738;-0,001796782
I5;-0,01109172;0,01437694;0,03150527;-0,003220185;-0,009431449
I6;0,01076497;-0,01768349;0,01093821;0,004815507;0,004209244
I8;-0,02164314;0,001112676;0,00304434;-0,003843201;0,01310455
I9;0,03656241;-0,02646121;-0,001380841;0,01816779;0,004665038
P01;-0,003523542;0,01559987;-0,01098392;-0,01135905;-0,02163283
P010;0,01366823;-0,01649767;-0,01663728;0,0003750754;-0,00588243
P011;0,04484984;-0,03357285;-0,008212904;-0,00609388;-0,001179434
P012;0,05541574;-0,02432896;-0,00798712;-0,01680139;-0,00660399
P013;0,04548862;-0,01107371;0,004176142;0,003019451;-0,007061347
P014;0,03244474;-0,01149117;-0,001395048;-0,007949958;-0,005926887
P015;0,0202002;-0,01012556;-0,01419205;0,002846875;-0,009259207
P016;0,02134327;-0,01324201;-0,009466822;-0,01171675;-0,00007554315
P017;0,04496111;-0,02078924;0,0005669364;-0,007489487;0,002607939
P018;0,04453913;-0,03644373;-0,005712444;-0,005847935;-0,007572403
P019;0,07018245;-0,04246756;-0,01512703;-0,004132261;-0,00965936
P02;0,007101631;0,003938488;-0,004500782;-0,006392914;-0,01554665
P020;0,07022872;-0,04410789;-0,003903866;0,008994199;-0,01738947
P021;0,04365984;-0,02949109;-0,005006281;-0,03839945;0,0001472439
P022;0,09894469;-0,06092807;-0,006086499;-0,01002172;-0,01024341
P03;0,01292379;-0,007087684;-0,00826552;-0,007099742;-0,009559102
P04;0,02283438;-0,01063485;0,004713547;0,008429813;-0,01155712
P05;0,02895031;-0,006459192;0,003659549;-0,00376282;-0,01654379
P06;0,04166781;-0,01946667;0,0006359689;-0,00375694;-0,01430987
P07;0,02607405;0,003923381;-0,003282497;-0,02978708;-0,005628094
P08;-0,002776266;0,01404741;0,0008215595;-0,02178018;-0,01924123
P09;-0,003365365;-0,008626088;-0,01903745;-0,01158456;-0,005643458
PC1;-0,05393447;0,01554071;-0,03496385;-0,006733754;-0,01492261
PC10;0,03089147;-0,009774406;-0,001489194;-0,02362103;-0,008304316
PC11;0,0005389039;-0,01702041;-0,02688559;-0,01010439;-0,001703439
PC12;0,00778132;-0,009254788;-0,02882619;-0,001548218;0,01162204
PC13;-0,005551472;-0,006264421;-0,007371107;-0,01166026;-0,01525917
PC14;0,03848135;-0,02258935;-0,0004203164;0,001057564;-0,01143219
PC15;0,03664982;-0,01592287;-0,01643006;-0,01031045;-0,003238316
PC16;0,05121597;-0,0364633;-0,01436349;0,007659258;-0,002351529
PC17;0,03785231;-0,02869401;-0,01563494;-0,006947304;0,01168306
PC18;0,06344696;-0,05163703;-0,02960437;-0,002481988;0,005954893
PC19;0,0608428;-0,02835894;-0,006506714;-0,0005563907;-0,002003866
PC2;-0,01268933;-0,001355358;-0,02946058;-0,01546164;-0,005561503
PC3;0,0009591087;-0,002747491;-0,02300852;-0,02450905;0,0009930674
PC4;-0,004902066;-0,01219224;-0,02853829;-0,0002826172;-0,003557291
PC5;-0,0006031635;-0,003277079;-0,01663724;-0,01476327;-0,008511003
PC6;0,02368503;-0,01110899;-0,008884509;-0,008663608;-0,0004629276
PC7;0,03791179;-0,01057883;-0,008846205;0,01289263;-0,01429516
PC8;0,009482832;-0,01253985;-0,02268569;-0,009020727;-0,003578569
PC9;0,002433708;-0,003326892;-0,02385473;0,01105515;-0,005837794
PT1;-0,02159865;0,01638397;-0,02711706;-0,03018012;-0,009443895
PT10;0,004795439;0,003973088;-0,02365588;-0,01386385;-0,01394165
PT11;0,06167792;-0,03498013;-0,009744956;0,0004147329;-0,002094859
PT12;0,1069949;-0,06839054;-0,0009987594;0,02334218;-0,01134378
PT13;0,08211513;-0,05156237;-0,009742714;0,01705872;-0,007212549
PT14;0,0405043;-0,02156397;-0,004717929;0,009776921;-0,009244992
PT15;0,06409276;-0,04087049;-0,007242915;0,002076836;-0,008702838
PT16;0,03260982;-0,009159371;-0,001757079;-0,01023972;-0,01526938
PT17;0,03267581;-0,02455814;-0,007986588;0,007839528;0,0006154491
PT2;0,03889605;-0,02322885;-0,001406683;0,01547604;-0,004151269
PT3;0,0387152;-0,009223016;0,0008980046;-0,004490561;-0,02542986
PT4;0,0535256;-0,01277315;-0,01385109;-0,01597303;-0,006997576
PT5;0,03677602;-0,009887357;-0,01761609;0,01711413;0,002854797
PT6;0,02841298;-0,01534771;-0,01415739;-0,01334553;-0,007667869
PT7;0,007084981;-0,008830453;-0,01850709;-0,007240688;-0,01397912
PT8;0,01822485;-0,02025979;-0,02307668;0,01005917;-0,005473928
PT9;0,04483086;-0,008036544;-0,003247175;0,006995104;0,0004735675
PV1;0,04068543;-0,0285592;-0,0165039;0,03042054;-0,006625921
PV10;0,01395291;-0,03469142;-0,02694433;0,009924278;-0,005436537
PV11;-0,007580556;-0,0005533091;-0,01477767;0,01639231;-0,006002095
PV12;0,008993391;-0,01237335;0,0002585029;0,007354785;-0,02040646
PV13;0,01113571;0,00178269;-0,01114597;0,01906929;-0,0138438
PV14;-0,02430032;0,0004343414;-0,0237474;0,02688141;0,001872996
PV15;0,008260013;-0,009348404;-0,01192791;0,007274819;-0,004489464
PV16;0,01258017;-0,01768331;-0,01366178;0,02165471;-0,01176462
PV17;0,02858229;-0,02008964;-0,02308943;0,01401291;-0,002496438
PV18;0,005130921;-0,006486342;-0,01630017;0,004514975;0,001821338
PV19;0,01100743;-0,01018192;-0,01595138;0,01693732;-0,01379066
PV2;-0,008509133;-0,008369148;-0,01991203;0,01489732;0,00063524
PV20;0,03167217;-0,02494975;-0,01648105;0,01699209;-0,008305677
PV3;0,03155781;-0,03149678;-0,0219326;0,02340404;0,008424115
PV4;-0,008981345;-0,01521869;-0,03009687;0,005239423;0,004327188
PV5;-0,02032943;0,0001565897;-0,005060103;-0,0008641163;-0,001673874
PV6;-0,02377242;-0,002084747;-0,02304268;0,01108444;0,004042087
PV7;-0,005319414;-0,01038601;-0,01815523;0,002689462;0,001853147
PV8;0,01128078;-0,02735782;-0,01971135;0,01428329;0,003662761
Pv9;0,0255948;-0,006820979;-0,007419536;-0,01269607;0,0009304865
Z1;-0,04511385;0,01563891;-0,000956324;0,02630972;0,0003419573
Z10;-0,05845419;0,03962354;0,005727539;-0,004418738;-0,0143686
Z11;-0,05179079;0,0273549;-0,006116908;0,004427812;0,006488027
Z12;0,01699529;-0,01281866;0,02832007;0,007543867;0,01498589
Z13;-0,02457225;0,003851512;-0,008925654;0,01107802;0,005613409
Z14;-0,05756383;0,03514843;0,0005050834;0,006337056;-0,003006149
Z15;-0,07043108;0,02784966;0,01298856;0,004326084;-0,0004421461
Z16;0,01676837;-0,007513543;0,02238032;0,03117392;0,002299184
Z17;-0,04146386;0,02273328;0,02071463;0,02610111;-0,003698556
Z18;-0,05179583;-0,0006838995;-0,01754409;-0,008328896;0,005895359
Z19;-0,06246068;0,02651847;-0,01249307;-0,005948356;0,009769515
Z2;-0,02587782;0,02430769;0,0210589;-0,003913902;-0,01446776
Z20;-0,02384203;0,006211517;0,01279248;0,005452029;-0,001905072
Z21;-0,03564916;0,01133641;0,01314067;0,01591073;-0,009648277
Z22;-0,02240336;0,01470076;0,02595694;-0,01573338;0,004525816
Z23;0,009228353;-0,02197597;0,00766159;0,01368147;0,02069795
Z24;0,008221858;-0,01163419;-0,00321522;-0,003931027;-0,0006951954
Z3;-0,03878003;0,02933467;0,01250976;0,03041676;-0,01441824
Z4;-0,03571948;0,01129879;0,01898434;0,01193246;0,01258537
Z5;-0,05686527;0,02577292;0,009042564;-0,002253443;-0,002505285
Z6;-0,03886973;0,02599177;-0,0002323388;-0,007003291;0,001948356
Z7;-0,05727885;0,04339447;0,009835391;0,001890995;-0,00218661
Z8;-0,03174765;0,01813792;0,008176869;0,001990921;0,004102632
Z9;-0,03267601;0,0007482875;-0,006830843;0,03177744;-0,005911115
